Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50ISX7;;BERLIOZ HECTOR ETERNELLE ESTELLE (MUSIQUE EN DIALOGUE AUX CARMÉLITES);"Sarah Laulan, mezzo-soprano
Sandrine Tilly, flûte
Sébastien Llinares, guitare et transcription
Philippe Tribot, violoncelle
François Castang, récitant";"En la ravissante Chapelle des Carmélites, joyau du patrimoine toulousain, trois des plus riches époques de la musique -baroque, classique, romantique- sont déclinées à travers le portrait de leurs grands représentants réunis ici par la lettre B.

Au-delà de ce lien alphabétique, le point commun entre ces concerts est le choix des textes, partie intégrante de la vie des compositeurs : la correspondance de la famille Bach, le testament d’Heiligenstadt de Beethoven, les mémoires et lettres de Berlioz. Ce ne sont pas des illustrations littéraires mais bien des pages de l’existence de ces musiciens où les notes mariées aux mots donnent un sens particulier à cette édition qui offre trois créations et un succès déjà reconnu.

Et, pour la première fois ici, un spectacle où le langage n’est pas vocal mais corporel, où les danseurs dialoguent avec le violoncelle, le Hip Hop en harmonie avec les Suites de Bach, danses brillantes et intenses.

Esprit novateur et critique musical sévère mais compétent,
loin de la caricature de l’artiste romantique échevelé, Berlioz
était un être profond et sensible. Au-delà de ses amours tumultueuses il restera toute sa vie fidèle à son premier amour, Estelle,
connue lorsqu’il avait 12 ans et retrouvée à 61 ans. Trop tard ?
Aujourd’hui je suis vieux et veuf, ma chère Estelle, songez que je
vous aime depuis quarante-neuf ans, que je vous ai toujours aimée depuis mon enfance, malgré les orages de toute espèce qui
ont ravagé ma vie » (Lettre de Berlioz à Estelle, 27 septembre
1864). Nous pourrions nous marier, qu’en pensez-vous ? La musique et l’amour sont les deux ailes de l’âme.
Composées pour grand orchestre les œuvres berlioziennes
choisies sont spécialement transcrites pour un trio instrumental
inédit : Sandrine Tilly à la flûte dont Berlioz jouait, Philippe
Tribot au violoncelle et Sébastien Llinares à la guitare qui était
l’instrument de prédilection du compositeur. La chaude voix de
Sarah Laulan donnera vie aux personnages imaginés par Berlioz
dont les Mémoires seront lus par François Castang


MUSIQUE
Hector Berlioz (1803-1869)
Transcription : Julien Costa
extraits de la Symphonie fantastique (Rêveries, Passions / Romance d’Estelle), Les Nuits d’été, La mort
d’Ophélie, Les Troyens (mort de Didon).
TEXTE
Philippe Hussenot à partir des Mémoires
d’Hector Berlioz, Édition Michel Austin


Concert suivi d’une dégustation offerte par la cave Cash vin,
Toulouse et St Orens (31) et La Ferme aux Téoulets, Merville (31)";2020-08-30;2020-08-30;A 16H00;Le 30/08/2020 - A 16H00;;CHAPELLE DES CARMELITES;;1 Rue du Périgord;;31000;TOULOUSE;Musique;Concert, Spectacle;Musique classique;Jeanne d'Arc / Capitole;43.6075064;1.44326425;05 62 72 23 35 Renseignements 05 61 99 44 00 Haute Garonne Tourisme;;musiquendialogue.festik.net;;De  € à 24,00 €;De  € à 15,00 €  -  De  € à 0,00 €;;43.6075064,1.44326425
FMAMID031V50GMVS;;CINEMA EN PLEIN AIR : WALL-E;"ANDREW STANTON
2008. USA. 98MIN. COUL. DCP. VF.";"Le neuvième film des studios Pixar et probablement l'un des meilleurs ou tout au moins l'un des plus subversifs. Le dernier être sur Terre s'avère être un petit robot dont le métier est de nettoyer une planète devenue poubelle. Mais en sept cents ans de nettoyage, Wall-E a développé un petit défaut technique : une forte personnalité. 

Une fascinante comédie tout en synthèse, un rien pessimiste pour réfléchir sur le sort de l'humanité et le gâchis consumériste. Non-dots en guise de dialogues, poésie poignante et audace incroyable, plus qu'un fleuron, du film  d'animation, une stupéfiante leçon de cinéma.";2020-08-14;2020-08-14;A 21h30.;Le 14/08/2020 - A 21h30.;;LA CINEMATHEQUE DE TOULOUSE;;69 Rue du Taur;;31000;TOULOUSE;Insolite;Cinéma;Cinéma;Capitole;43.6070871;1.4421687;;;www.lacinemathequedetoulouse.com;;;;;43.6070871,1.4421687
FMAMID031V50IC94;;CLAUDIO CAPEO;Après une tournée de 2 ans à guichet fermé et un album certifié disque de diamant, Claudio Capéo, toujours armé de son accordéon présente son nouvel album : Tant que rien ne m'arrête.;"Claudio Capéo est un artiste incontournable, vraie révélation musicale de ces deux dernières années, il ne quitte plus le paysage musical depuis sa 1ère apparition en 2016 avec son tube Un homme debout, et depuis, il enchaîne les succès, ça va ça va, Riche, ou encore son duo sur Un peu de rêve avec Vitaa.
Son dernier album s’est classé N°1 des ventes dès sa sortie pendant 5 semaines consécutives et s’est écoulé à plus de 700 000 exemplaires, faisant de cet opus le plus gros succès pour un artiste révélation.

Communiqué de l'artiste le 23 mars :
""Les amis, tout d’abord, nous espérons que tout va bien pour vous et vos proches !
Il y a une dizaine de jours, nous avons annoncé un report de ma tournée de Zénith pour le mois de juin.
Nous avons finalement préféré décaler nos concerts un peu plus tard, au mois de septembre, et être sûrs de pouvoir vous retrouver !
Les billets achetés seront valables pour le mois de septembre, ou sont remboursables auprès de votre point de vente.
Hâte de vous revoir tous pour faire la fête !""

La date du concert de Claudio Capeo, initialement prévue le 19 mars 2020 au Zénith Toulouse Métropole, puis reportée au 11 juin 2020, est finalement reportée au 5 septembre 2020.
Les billets (datés du 19 mars et du 11 juin) restent valables pour cette nouvelle date.
Les personnes ne pouvant se rendre au concert reporté, sont invitées à se rapprocher de leur point de vente pour effectuer une demande de remboursement.";2020-09-05;2020-09-05;A 20h.;Le 05/09/2020 - A 20h.;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/claudio-capeo-2148.html;;;;;43.598264,1.4092542
FMAMID031V50IOUN;;EXPOSITION : TAKESADA MATSUTANI : ESTAMPES, 1967-1977;Collections de l'Institut national d'histoire de l'art.;"Suite à la donation exceptionnelle de l'artiste à l'Institut national d'histoire de l'art faite cette année, les Abattoirs, Musée - Frac Occitanie Toulouse et l'INHA Paris présentent, pour la première fois au public, une sélection des estampes de Takesada Matsutani réalisées entre 1967 et 1977, ses premières années parisiennes.

Après l'exposition Sismographie des luttes. Les revues non européennes du XVIIIe au XXe siècle, vers une histoire globale (du 24.01. au 24.02.2019), les Abattoirs poursuivent leur collaboration avec l'INHA pour présenter quatre ensembles témoignant de la richesse et de la diversité des directions explorées par l’artiste Gutai entre 1967 et 1977 : les premiers travaux au sein de l’Atelier 17 (1967), la réflexion autour de la représentation de l’espace dans les deux dimensions de l’estampe (1968-1969), l’exploration de la sérigraphie et des aplats de couleurs comparables au Hard Edge (1969-1971), enfin la réinterprétation par la photosérigraphie d’œuvres antérieures en trois dimensions réalisées à la colle vinylique (1973-1977). Les estampes sont accompagnées de pièces prêtées par l’artiste : deux plaques gravées correspondant à deux des estampes exposées, des outils de graveur, des photographies de l’artiste au travail, les catalogues des expositions internationales et biennales dans lesquelles ses œuvres ont été exposées et primées.

Né en 1937 à Osaka, Takesada Matsutani vit et travaille à Paris depuis 1966, après avoir remporté le prix de l’Institut franco-japonais de Tokyo - une bourse d’études de six mois en France, allouée par le gouvernement français. Auparavant, en 1959, à l’atelier de dessin de l’École d’art des Citoyens de Nishinomiya, il avait rencontré Sadamasa Motonaga, l’un des membres du Groupe Gutai, fondé par Jiro Yoshihara en 1954. Il expose avec ce groupe à partir de 1963 jusqu’à sa dissolution en 1972. Dès 1967, il intègre, à Paris, l’Atelier 17, atelier de gravure dirigé par Stanley William Hayter, dont il devient l’assistant. Il y apprend les techniques du burin, de l’eau-forte et de l’aquatinte. Il rejoint ensuite l’atelier de sérigraphie créé par Kate Van Houten, son épouse, et Lorna Taylor.

Takesada Matsutani vient donc enrichir les collections de la bibliothèque de l’Institut national d’histoire de l’art. La donation exceptionnelle de 88 estampes, un portfolio et 3 livres d’artistes couvre une grande partie de l’œuvre gravé, depuis les premières estampes réalisées en 1967 jusqu’aux eaux-fortes créées en 2016. Elle rejoint une collection commencée au début du XXe siècle par le grand couturier et mécène Jacques Doucet, qui a cherché à rassembler les estampes des artistes les plus importants des années 1780 aux années 1910.

La collection des Abattoirs conserve l'un des plus importants fonds Gutai en France, dont 4 œuvres de Takesada Matsutani.

Cette exposition permet de faire redécouvrir en France toute une part de l’œuvre de Takesada Matsutani et de rendre sensible le rapport privilégié que l’artiste a entretenu pendant une décennie avec les différents modes d’expression permis par la variété des techniques de l’estampe. Ils donnent aussi à voir plus largement la part de l’estampe dans la création artistique internationale des années 1960-1970.

En partenariat avec l'Institut National d'Histoire de l'Art (INHA)

MESURES SANITAIRES: 
L'entrée se fera uniquement allées Charles de Fitte, les entrées et
sorties seront différenciées. 100 personnes maximum pourront être accueillies en même temps dans le musée. Pour accéder aux expositions, les visiteurs devront porter obligatoirement un masque (non fourni), excepté en-dessous de 11 ans. Les vestiaires seront fermés et les sacs volumineux ne seront
pas acceptés. Il n'y aura pas de visites guidées, ni d'accueil de groupes. Du gel hydroalcoolique sera à disposition à l'entrée et pour l'accès aux toilettes.";2020-06-03;2020-09-20;Du mercredi au dimanche de 12h à 18h.;Du 03/06/2020 au 20/09/2020 - Du mercredi au dimanche de 12h à 18h.;;LES ABATTOIRS, MUSEE D'ART MODERNE ET CONTEMPORAIN;;76 Allée Charles de Fitte;;31300;TOULOUSE;Culturelle;Exposition;Art contemporain;Saint Cyprien - République;43.6003101;1.4297862;05 34 51 10 60;;www.lesabattoirs.org;;;;;43.6003101,1.4297862
FMAMID031V50ICKY;;EXPOSITION LAURE PROUVOST (FERMÉE AU PUBLIC);Les Abattoirs sont heureux de présenter la première étape de la tournée du Pavillon français réalisé par Laure Prouvost (née en 1978 à Croix-Lille) pour la 58e Biennale d'art de Venise en 2019 : Deep See Blue Surroun- ding You/Vois ce Bleu Profond Te Fondre.;"""Deep See Blue Surrounding You/Vois Ce Bleu Profond Te Fondre""

""Un voyage vers notre inconscient. À l’aide de nos cerveaux situés dans nos tentacules, nous creuserons des tunnels vers le passé et le futur en direction de Venise. Suivons la lumière."" Laure Prouvost 

La pierre angulaire du projet artistique de Laure Prouvost pour le Pavillon français est une œuvre filmique et fictionnelle. Elle prend la forme d’un voyage initiatique, d’une joyeuse épopée tournée lors d’un roadtrip à travers la France, de la banlieue parisienne au nord de la France, du Palais du Facteur Cheval à la mer Méditerranée, jusqu’à Venise. Ce film, riche en dialogues et en expressions idiomatiques, est basé sur un script co- 
écrit par l’artiste et divers contributeurs, en français et en anglais avec des passages en italien, arabe ou néerlandais.
?Les dialogues sont portés par l’interprétation d’une douzaine de comédiens d’horizons et d’âges divers. Chacun d'entre eux possède des talents spécifiques : magie, danse, mu- sique, etc. 

Cette proposition a donné à la Biennale un pavillon immersif jouant sur l'exposition comme un voyage. Il a été unaniment salué et a reçu plusieurs centaines de millers de visiteurs. 

Une installation sculpturale in situ, adaptée aux espaces d'exposition des Abattoirs, vient enrichir et développer le film. 

La force du travail de Laure Prouvost est de s'attarder sur des questions universelles et d'actualités, et de les exprimer sous des formes artistiques inédites.";2020-06-03;2020-09-20;;Du 03/06/2020 au 20/09/2020;;LES ABATTOIRS, MUSEE D'ART MODERNE ET CONTEMPORAIN;;76 Allée Charles de Fitte;;31300;TOULOUSE;Culturelle;Exposition;Art contemporain;Saint Cyprien - République;43.6003101;1.4297862;05 34 51 10 60;;www.lesabattoirs.org;;De  € à 5,00 €;;;43.6003101,1.4297862
FMAMID031V50DSAU;;EXPOSITION LES STATUES MEURENT AUSSI (FERMÉE AU PUBLIC);Cette exposition s’attache à montrer le lien entre le film documentaire Les statues meurent aussi et la collection Daniel Cordier, donnée au musée national d'art moderne - Georges Pompidou (Paris), en dépôt aux Abattoirs depuis l’ouverture en 2000.;"Ancien secrétaire de Jean Moulin pendant la Seconde guerre mondiale, Daniel Cordier (né en 1920), marchand de tableaux et collectionneur, est à l’origine d’une des plus grandes donations d’œuvres d’art à l’Etat français, dont la grande majorité est en dépôt à Toulouse, aux Abattoirs.

Les statues meurent aussi est un documentaire français réalisé par Alain Resnais et Chris Marker en 1953. Il s’agit d’une demande du collectif Présence Africaine qui voulait un film traitant de l’art appelé ""nègre"" depuis le début du siècle. Le documentaire questionne le fait que l’art africain était présenté dans les collections du  Musée de l’Homme comme des objets ethnographiques alors que l’art grec était présenté au sein du temple des beaux-arts, le Musée du Louvre.

En ce début des années 1950 et dans le contexte des guerres de décolonisation (guerre d'Indochine, guerre d’Algérie), il était encore impensable de considérer que les peuples africains pouvaient réaliser de l’art au sens occidental du terme. Resnais et Marker en donnant un sens anticolonial à leur film ont subi dix ans de censure.

Dans cette collection, il s’est efforcé de mettre en place un principe d’équivalence entre des objets extra-occidentaux et les œuvres d’art occidentale. En la débutant dans les années 1950, puis en entremêlant l’art de toutes les origines, Daniel Cordier se place en rupture avec la pensée coloniale et rejoint l’appel des surréalistes qui, dès l’entre-deux-guerres, avaient lancé ""ne visitez pas l’expo coloniale"" et organisé une contre-exposition à l’exposition coloniale de 1931. C’est cette volonté humaniste que l’on retrouve chez Daniel Cordier et dans cet accrochage de sa collection, accompagnée d'œuvres contemporaines, qui fait écho au titre fondateur de ce film.";2020-06-03;2020-09-20;Du mercredi au dimanche de 12h à 18h.;Du 03/06/2020 au 20/09/2020 - Du mercredi au dimanche de 12h à 18h.;;LES ABATTOIRS, MUSEE D'ART MODERNE ET CONTEMPORAIN;;76 Allée Charles de Fitte;;31300;TOULOUSE;Culturelle;Exposition;Art contemporain;Saint Cyprien - République;43.6008515;1.4287165;05 34 51 10 60;;www.lesabattoirs.org;;De  € à 5,00 €;;;43.6008515,1.4287165
FMAMID031V50IS5V;;FAIRE SAVOIR TEST;sdsdssdsqdq;ssdssdsdqsds;;;;Le 03/04/2020 Le 10/04/2020 Le 17/04/2020 Le 24/04/2020 Le 08/05/2020 Le 15/05/2020 Le 22/05/2020 Le 29/05/2020 Le 05/06/2020 Le 12/06/2020 Le 19/06/2020 Le 26/06/2020 Le 03/07/2020 Le 10/07/2020 Le 17/07/2020 Le 24/07/2020 Le 31/07/2020 Le 07/08/2020 Le 14/08/2020 Le 21/08/2020 Le 28/08/2020 Le 04/09/2020 Le 11/09/2020 Le 18/09/2020 Le 25/09/2020 Le 02/10/2020 Le 09/10/2020 Le 16/10/2020 Le 23/10/2020 Le 30/10/2020 Le 06/11/2020 Le 13/11/2020 Le 20/11/2020 Le 27/11/2020 Le 04/12/2020 Le 11/12/2020 Le 18/12/2020 Le 25/12/2020 Le 01/01/2021 Le 08/01/2021 Le 15/01/2021 Le 22/01/2021 Le 29/01/2021 Le 05/02/2021 Le 12/02/2021 Le 19/02/2021 Le 26/02/2021 Le 05/03/2021 Le 12/03/2021 Le 19/03/2021 Le 26/03/2021 Le 02/04/2021;;AMANDINE TEST;;;;31500;TOULOUSE;;;;;43.600568;1.433106;;;;;;;;43.600568,1.433106
FMAMID031V50IS8I;;FAIRE SAVOIR TEST;sdsdssdsqdq;ssdssdsdqsds;;;;Du 18/05/2020 au 18/11/2020 Du 18/07/2020 au 18/01/2021 Du 18/09/2020 au 18/03/2021 Du 18/11/2020 au 18/05/2021;;AMANDINE TEST;;;;31500;TOULOUSE;;;;;43.600568;1.433106;;;;;;;;43.600568,1.433106
FMAMID031V50IS8H;;FAIRE SAVOIR TEST 2;sdsdssdsqdq;ssdssdsdqsds;;;;Le 06/04/2020 Le 08/04/2020 Le 20/04/2020 Le 22/04/2020 Le 04/05/2020 Le 06/05/2020 Le 18/05/2020 Le 20/05/2020 Le 01/06/2020 Le 03/06/2020 Le 15/06/2020 Le 17/06/2020 Le 29/06/2020 Le 01/07/2020 Le 13/07/2020 Le 15/07/2020 Le 27/07/2020 Le 29/07/2020 Le 10/08/2020 Le 12/08/2020 Le 24/08/2020 Le 26/08/2020 Le 07/09/2020 Le 09/09/2020 Le 21/09/2020 Le 23/09/2020 Le 05/10/2020 Le 07/10/2020 Le 19/10/2020 Le 21/10/2020 Le 02/11/2020 Le 04/11/2020 Le 16/11/2020 Le 18/11/2020 Le 30/11/2020 Le 02/12/2020 Le 14/12/2020;;AMANDINE TEST;;;;31500;TOULOUSE;;;;;43.600568;1.433106;;;;;;;;43.600568,1.433106
FMAMID031V50DXQG;;HARLEM GLOBETROTTERS (NON CONFIRMÉ);"Non maintenu, en attente d'informations. 

Les légendaires Harlem Globetrotters® sont de retour en 2020 avec une toute nouvelle tournée Pushing The Limits qui promet des événements inédits !";"La séance de Toulouse initialement prévue le dimanche 22 mars 2020 au Palais des Sports est reprogrammée le samedi 6 juin 2020 au Zénith Toulouse Métropole. Pour ce report, les billets d’origine ne seront pas valables. Les spectateurs devront impérativement se faire rembourser dans le point de vente où les billets ont été achetés, et racheter de nouveaux billets pour la nouvelle séance.

Depuis maintenant plus de 90 ans, les Harlem Globetrotters®sont synonymes de légende mondiale et sont uniques en leur genre au royaume du divertissement grand public. Tout au long de leur histoire, l’équipe originale des Harlem Globetrotters s’est produite dans 122 pays et six continents, repoussant le plus souvent les barrières culturelles et sociales, et offrant aux fans une vision tout à fait unique du Basketball. En 2016, l’équipe a fait voler en éclat sept records du monde du Guinness Book des Records et sorti un remix de “Sweet Georgia Brown”, hymne légendaire de l’équipe, avec l’aide du compositeur et réalisateur Teddy Riley, maintes fois récompensé aux Grammy Awards.

Dans le monde du divertissement familial, ce spectacle, unique en son genre, reste inégalé. Chacune de ces rencontres alterne passes et jeux de balle magiques, smashs à couper le souffle, tirs au panier, comédie hilarante et véritable interaction avec les fans.

Billetterie Personnes à Mobilité Réduite : hotline@gdp.fr";2020-06-06;2020-06-06;A 18h;Le 06/06/2020 - A 18h;;ZENITH TOULOUSE METROPOLE;;11 avenue Raymond Badiou;;31300;TOULOUSE;Sports et loisirs;Sport;;Compans-Caffarelli;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/harlem-globetrotters-2254.html;;29,00 €;;8 - 12 ans  /  plus de 12 ans;43.598264,1.4092542
FMAMID031V50CBP6;;JOURNÉES EUROPEENNES DE L' ARCHÉOLOGIE;Les 20 et 21 juin, le musée Saint-Raymond accueillera un Village de l’Archéologie qui rassemblera différentes associations et institutions locales en lien avec l’archéologie.;A cette occasion, l’accès au musée Saint-Raymond (collection permanente et exposition temporaire) sera gratuit. Des visites gratuites seront organisées à Saint-Pierre-des-Cuisines et à l’amphithéâtre romain de Toulouse-Purpan.;2020-06-20;2020-06-21;;Du 20/06/2020 au 21/06/2020;;MUSEE SAINT RAYMOND, MUSEE D'ARCHEOLOGIE DE TOULOUSE;;1Ter Place Saint-Sernin;;31000;TOULOUSE;Culturelle;Animations;;Capitole / Jeanne d'Arc;43.6078054;1.4411187;05 61 22 31 44;msr.web@mairie-toulouse.fr;www.SaintRaymond.toulouse.fr;Oui;;;;43.6078054,1.4411187
FMAMID031V501RQ6;;LA GARONNE EXPOSE;Exposition d'artistes amateurs : peinture, sculpture et photo.;"La Garonne expose veut être une manifestation populaire, qui grâce à une grande diversité d'oeuvres de qualité, offre aux visiteurs un panel de pistes créatives, de points de départs à une réflexion, et où chacun se trouve alors en mesure de (re) définir sa propre conception de l'Art. 

Grâce à sa formule en plein air et gratuite, la Garonne expose permet un rapport enrichissant entre les artistes et le public. Les artistes sont présents pour informer les visiteurs sur leur démarche, leur inspiration... Ces rencontres aboutissent même pour certains artistes, à vendre leurs oeuvres ultérieurement ou à prendre des commandes personnalisées. 

Le passant peut, s'il le souhaite, rencontrer l'artiste à qui on demande d'être présent, et échanger sans barrière.";2020-04-19;2020-12-27;Tous les dimanches et jours fériés, de 10h à 19h.;Du 19/04/2020 au 27/12/2020 - Tous les dimanches et jours fériés, de 10h à 19h.;;QUAI DE LA DAURADE;;;;31000;TOULOUSE;Culturelle;Exposition;Peinture, Photographie, Sculpture;Capitole;43.6016515;1.43954899;;contact@la-garonne-expose.com;www.la-garonne-expose.com;Oui;;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.6016515,1.43954899
FMAMID031V50BEJS;;LA RUEE DES FADAS (REPORTE AU 11 OCTOBRE 2020);La Ruée des Fadas débarque à TOULOUSE dans un environnement exceptionnel pour une course Fadastique de 8 km !;"3000 Fadas déguisés prendront le départ de cette aventure complètement déjantée dans un domaine magnifique avec un seul but : franchir la ligne d'arrivée.
C’est quoi ce délire ?

Une course à pied déguisée de 8 ou 12 km avec des obstacles, de la boue, des passages dans l'eau et un max de délire !

Avec qui ? Seul ou en équipe sans limite de participants !

Le parcours ? Exceptionnel avec 30 à 40 obstacles à franchir. Du fun, des défis à relever et des ravitaillements pour rester en forme : tout pour réussir votre aventure !

Comment ? Dans la course déjantée de la Ruée, tous les fadas sont déguisés et relèvent le challenge de l’extrême grâce à l’esprit d’équipe, au mental et au dépassement de soi. Jamais en échec à la ruée, tous les obstacles peuvent être contournés !

Le moment de gloire ? Franchir la ligne d'arrivée...

Après l'effort, le réconfort : à boire, à manger et une bière de la cuvée des fadas vous attend. Fêtez ensemble votre exploit sur le village en musique !

N'attendez plus et venez vivre une course inoubliable parce que seul compte le plaisir de l’aventure !";2020-10-11;2020-10-11;;Le 11/10/2020;REPORTE;DIVERS LIEUX A TOULOUSE;;;;31000;TOULOUSE;Sports et loisirs;Animations, Sport;Course à pied;;43.649136;1.326251;;;www.facebook.com/events/443438172933866 https://rueedesfadas.fr/fadastour2020-toulouse;;;;;43.649136,1.326251
FMAMID031V50IIV6;;LE FESTIN DE FEBUS : EXPOSITION;Revivez le somptueux festin, qui fut organisé par le Comte Fébus en 1390 au Couvent des Jacobins afin de recevoir toute la suite du roi de France.;"Cette exposition sera installée au sein même d’un décor de banquet médiéval et permettra au visiteur de mieux comprendre les différentes dimensions d’un festin du XIVeme siècle (gastronomie et objets servant au service, spectacles et musiques, enjeux géostratégiques…).

Entrée de l’exposition comprise dans le prix d’un billet d’entrée au cloître";2020-06-02;2020-08-30;Du mardi au dimanche.;Du 02/06/2020 au 30/08/2020 - Du mardi au dimanche.;;COUVENT DES JACOBINS;;Parvis des Jacobins;;31000;TOULOUSE;Culturelle;Animations, Exposition;;Capitole;43.6034816;1.4404851;;;jacobins.toulouse.fr;;;;;43.6034816,1.4404851
FMAMID031V50ISHH;;LE PLUS GRAND CABARET DU MONDE;"Présenté et animé par
Patrick SÉBASTIEN et plus de 50 Artistes sur scène.";Pendant plus de vingt ans, “Le plus grand cabaret du monde” a enchanté toutes les générations du plus petit au plus grand. Les artistes du monde entier, magiciens, acrobates, clowns, voltigeurs, vous ont émerveillé à la télévision. Aujourd’hui ils traversent l’écran pour venir chez vous. Un spectacle féérique de deux heures présenté par Patrick Sébastien arrive dans vos villes. Le talent, le frisson, le mystère, le rire, la beauté, l’exceptionnel, feront éclater un feu d’artifice de performances uniques. « Le plus grand cabaret du monde » en tournée, c’est « le rêve en vrai ».;2020-12-09;2020-12-09;A 20h30.;Le 09/12/2020 - A 20h30.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;;Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/le-plus-grand-cabaret-du-monde-2238.html;;;;;43.598264,1.4092542
FMAMID031V502HDZ;;LES ALLEES, BROCANTE ET ANTIQUITES;Plus de 120 exposants professionnels vous attendent.;Plus de 120 exposants professionnels vous attendent. Un expert est présent samedi et dimanche sur ce rendez-vous mensuel. Restauration sur place. (Le vendredi déballage dès 8h00).;2020-07-03;2020-07-05;Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;Du 03/07/2020 au 05/07/2020 - Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;;ALLEES FRANCOIS VERDIER;;Allées François Verdier;;31000;TOULOUSE;Manifestation commerciale;Brocante;;François Verdier;43.599179;1.452455;;;www.brocante-les-allees.fr/fr/;Oui;;;8 - 12 ans  /  plus de 12 ans;43.599179,1.452455
FMAMID031V50IRMP;;LES CATHARES A TOULOUSE;"En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 31 mai. 

Qui étaient les Bons Hommes ? Pourquoi les Parfaits ont fait trembler l’Église ?";"Visite guidée proposée de l'office de tourisme. Qui étaient les Bons Hommes ? Pourquoi les Parfaits ont fait trembler l’Église ? De lieu en lieu, découvrez les croyances et l’organisation du catharisme, mais aussi comment la croisade de 1209 va redessiner les frontières de l’Occitanie et amener l’Église à se doter d’un tribunal contre les hérétiques...

Rendez-vous : Office de Tourisme, donjon du Capitole. Réservation conseillée, les places étant limitées";2020-06-18;2020-06-18;A 14h30;Le 18/06/2020 - A 14h30;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6045802;1.4451303;0 892 180 180  0,45 € TTC/min;infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;7,00 €;;43.6045802,1.4451303
FMAMID031V50FQZU;;LES FEMMES CELEBRES DE TOULOUSE (ANNULE);"A l'occasion de la Fête des Mères qui aura lieu lundi 25 mai, découvrez les ""Femmes de Légende"" de Toulouse !";"Visite guidée proposée par l’agence Paysdoc.com 

Partez à la recherche des ""Femmes de légendes"" qui ont sublimé l'histoire de Toulouse : Clémence Isaure, la Belle Paule, ou encore les Saintes Puelles ... Leurs empreintes et leur influences sont partout dans la Ville Rose ! Levez les yeux pour cette visite, et découvrez celles dont l'histoire a marqué Toulouse à travers les époques.

Visite pédestre d'environ 2 heures - Centre-Ville de Toulouse

Le lieu de rendez-vous vous sera communiqué par mail 24h à l'avance.
Réservation en ligne obligatoire, les paiements sur place ne sont pas autorisés.
Visite animée par un guide-conférencier diplômé et carté exerçant légalement la profession.";2020-05-24;2020-05-24;De 15h à 17h;Le 24/05/2020 - De 15h à 17h;ANNULE;TOULOUSE;;;;31000;TOULOUSE;Culturelle;Visites guidées;;;43.6045238;1.4436719;05 61 73 17 96;;www.paysdoc.com;;10,00 €;;;43.6045238,1.4436719
FMAMID031V50IRPK;;LES GRANDS MONUMENTS DE TOULOUSE;Cette visite au coeur historique de Toulouse propose un concentré de monuments emblématiques : à vous le Capitole, la basilique Saint-Sernin, le couvent des Jacobins et l’hôtel de Bernuy !;"Visite guidée proposée par l'office de tourisme. 

Vous découvrez la place du Capitole ; la Basilique Saint-Sernin, chef d’oeuvre de l’art roman, étape majeure sur les Chemins de Saint-Jacques de Compostelle ; l’église et le cloître des Jacobins, maison mère des Dominicains à l’extraordinaire architecture, et l’hôtel de Bernuy, témoin de l’âge d’or toulousain.

RDV : Devant l'office de tourisme de Toulouse (Donjon du Capitole)
La réservation est conseillée, les places étant limitées.";;;A 10h30 A 10h30 A 10h30 A 10h30;Le 06/06/2020 - A 10h30 Le 13/06/2020 - A 10h30 Le 20/06/2020 - A 10h30 Le 27/06/2020 - A 10h30;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.603908;1.44470599;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;7,00 €;;43.603908,1.44470599
