Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V5068YH;;LES ARTS EN BALADE A TOULOUSE;"LES ARTISTES OUVRENT LEUR ATELIER A TOULOUSE et ALENTOURS
Pour cette 4ème édition, 121 artistes vous accueillent dans leurs ateliers individuels ou collectifs (85 lieux), répartis sur 25 quartiers, dont plusieurs communes de la périphérie (Colomiers, Fenouillet, Lacroix-Falgarde, Launaguet, Balma, P";"« Les Arts en Balade » réinventent l’itinérance urbaine autour de la découverte d’artistes qui, le temps d’un weekend, ouvrent la porte de leur atelier ou de leur lieu de création. 

L’association ""Les Arts en Balade"" a organisé des ouvertures d’ateliers d’artistes sur un week-end en 2014, 2016 et 2018. La quatrième édition aura lieu en septembre 2020.

L’objectif de l’association Les Arts en Balade à Toulouse est de :

Diffuser auprès d’un public la création artistique locale
Sensibiliser aux techniques de peinture, gravure, dessin, sculpture, céramique artistique, photographie,…
Découvrir les artistes professionnels toulousains
Valoriser le patrimoine architectural toulousain par le biais de balades artistiques
Contribuer à la connaissance des œuvres d’art, à leur promotion et à leur acquisition.

Une manifestation gratuite ouverte à toutes et à tous.
Samedi 26 septembre 2020 de 13h à 21H
Dimanche 27 septembre 2020 de 11H à 20H

Points infos pour vous procurer le livret programme de cette édition, à partir de septembre:

Libraire Floury, rue de la Colombette, Toulouse
Galerie 3.1 (rue Jules Chalande)
Palette des Possibles (Ave Lombez M° Patte d’Oie
Marie de Tournefeuille";26/09/2020;27/09/2020;Le samedi de 13h à 21h et le dimanche de 11h à 20h.;Du 26/09/2020 au 27/09/2020 - Le samedi de 13h à 21h et le dimanche de 11h à 20h.;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Animations, Exposition;Artisanat, Atelier;;;;;;www.lesartsenbaladeatoulouse.org www.facebook.com/lesartsenbaladeatoulouse twitter.com/ToulouseArtsenB;Oui;;;;
FMAMID031V50G5G7;;LUNE : EPISODE II;50 ans après ses premiers pas sur la Lune, l’Homme a décidé d’y retourner. Mais cette fois le défi est encore plus fou puisqu’il s’agit de s’y installer. Et ça, ça change tout !;"La Cité de l’espace vous invite avec son exposition « LUNE : EPISODE II » à vous préparer à ces nouveaux défis. 
Comment ? Tout d’abord en revivant l’exploit d’Apollo 11 et les premiers pas de Neil Armstrong et Buzz Aldrin sur la Lune grâce à une rétrospective pleine d’émotions et de souvenirs. Une façon unique de découvrir la « face cachée » de cet évènement mondial et les incroyables challenges résolus il y a 50 ans par les équipes de la NASA. 

Le cœur de l’exposition sensibilisera le public à l’environnement lunaire, cet astre si beau et si hostile à la fois, et aux challenges actuels à relever pour permettre une installation humaine durable. Expériences sensorielles et défis surprenants sont au programme ! On embarque pour un voyage lunaire « made in » Cité de l’espace ! 

Pour prolonger l’expérience, le public pourra contempler, dans les jardins de la Cité de l’espace, la réplique taille réelle d’un L.M. (Module Lunaire -Photo-), le mythique vaisseau qui a permis à l’humanité de se poser sur la Lune le 21 juillet 1969 avec la mission Apollo 11. Des animations en plein air autour de ce vaisseau seront proposées régulièrement.

MESURES SANITAIRES: 

Afin de garantir une sécurité optimale à ses visiteurs et son personnel, la Cité de l’espace a mis en place un dispositif d’accueil adapté au contexte sanitaire. Le port du masque (masque fait main ou à usage unique) est obligatoire pour les visiteurs, dès l’âge de 11 ans, hormis dans les 4 hectares de jardins de la Cité de l’espace. Un stylet tactile est offert à chaque famille pour l’utilisation des équipements interactifs. Du gel hydroalcoolique est mis à disposition, un parcours de visite unique et de la signalétique au sol ont été mis en place pour garantir la distanciation physique.

 Seules les animations Mission Apollo, Terradome, La Cité des petits, Monter dans un Soyouz seront fermées.

 La Cité de l’espace invite ses visiteurs à acheter leur(s) billet(s) directement en ligne sur son site Internet. En cas d’achat sur place, le paiement sans contact sera privilégié.";;;Du vendredi au dimanche de 10h à 18h Du lundi au dimanche de 10h à 18h Du lundi au dimanche de 10h à 19h. Nocturnes jusqu'à 23h le jeudi. Du lundi au dimanche de 10h à 18h Fermée le lundi. Du mardi au vendredi de 10h à 17h. Du samedi au dimanche de 10h à 18h Du lundi au dimanche de 10h à 18h;Du 05/06/2020 au 05/07/2020 - Du vendredi au dimanche de 10h à 18h Du 06/07/2020 au 15/07/2020 - Du lundi au dimanche de 10h à 18h Du 16/07/2020 au 20/08/2020 - Du lundi au dimanche de 10h à 19h. Nocturnes jusqu'à 23h le jeudi. Du 21/08/2020 au 30/08/2020 - Du lundi au dimanche de 10h à 18h Du 31/08/2020 au 18/10/2020 - Fermée le lundi. Du mardi au vendredi de 10h à 17h. Du samedi au dimanche de 10h à 18h Du 19/10/2020 au 01/11/2020 - Du lundi au dimanche de 10h à 18h;;LA CITE DE L'ESPACE;;Avenue Jean Gonord;Parc de la Plaine;31500;TOULOUSE;Culturelle;Exposition;Astronomie;;43.6040202;1.4773114;;;www.cite-espace.com;;;;;43.6040202,1.4773114
FMAMID031V50IV0B;;PINK MARTINI (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

BASTIEN STIL : DIRECTION
PINK MARTINI";"Douze musiciens de Portland dépassent toutes les frontières musicales : jazz, musiques du monde, style latino… Sous la baguette de Bastien Stil, jeune chef français éclectique et curieux, le mélange entre l’orchestre symphonique et
les aventureux américains promet une soirée chaloupée !";03/11/2020;03/11/2020;A 20h.;Le 03/11/2020 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50G5CG;;SAINT-ETIENNE À LA LOUPE;"Saint-Etienne : la Cathédrale que l'on dit ""inachevée""… mais peut-être aussi un peu maudite !";"Visite guidée proposée par l’agence Paysdoc.com 

Nouveau défi pour notre guide Marie ! Après avoir arpenté Saint-Sernin à la Loupe, elle va vous prouver que quoi que l'on puisse en dire, la Cathédrale Saint-Etienne a autant de secrets à révéler que sa grande soeur la Basilique. 
Sans tout vous dévoiler sur cette histoire de malédiction, disons simplement qu’elle demeure irrémédiablement et pour toujours, dans l’ombre de Saint-Sernin. Peu connue, peu fréquentée, mal aimée : tirons un trait sur cette injustice ! Vous allez désormais la connaître, l’aimer, et qui sait, peut-être y reviendrez-vous avec des amis pour leur en mettre plein la vue ?!  
Après Saint-Sernin à la loupe, penchons-nous sur le cas de la cathédrale ! 

Vous verrez, il y a de quoi faire avec une histoire aussi pationnante qu'intriguante !

Une visite pédestre de deux heures de la Cathédrale Saint-Etienne en centre ville de Toulouse. 

Le point de rendez-vous vous sera communiqué par mail 24h à l'avance.
Réservation en ligne obligatoire, les paiements sur place ne sont pas autorisés.
Visite animée par un guide-conférencier diplômé et carté exerçant légalement la profession.

MESURES SANITAIRES: 
Afin de sécuriser ces retrouvailles, vos guides :
-Porteront un masque
-Feront la visite avec un micro portatif (pour éviter les regroupements et être
mieux entendus – sauf en intérieur)
-Auront du gel hydroalcoolique à disposition

Tout comme nos guides, nous vous invitons à faire preuve de prudence et de citoyenneté. Voici les mesures afin de pouvoir assister à nos visites : 
- Respecter une distance de 1 mètre entre vous et les autres participants. 
-Port du masque obligatoire. Pour rappel, le masque doit couvrir entièrement votre nez, bouche et menton. Nous vous demandons de respecter le port correct afin de ne pas mettre les autres en danger.
-Privilégier le billet électronique, c’est bon pour nous et pour la planète ??
-Si vous êtes malade, appelez-nous au 05 61 73 17 96 au plus tard 5 jours avant la visite afin de reporter votre place sur une autre date de visite. 
-Toute personne présentant des symptômes ou ne respectant pas les mesures de sécurité ne sera pas acceptée en visite. Nous vous rappelons que ces mesures exceptionnelles sont mises en place pour préserver votre santé et celle des autres.";;;De 15h à 17h De 10h à 12h;Le 20/06/2020 - De 15h à 17h Le 20/06/2020 - De 10h à 12h;;TOULOUSE;;;;31000;TOULOUSE;Culturelle;Visites guidées;;;43.6046256;1.444205;05 61 73 17 96;;www.paysdoc.com;;16,00 €;;;43.6046256,1.444205
FMAMID031V50DW69;;SALON AUTO MOTO CLASSIC DE TOULOUSE - FEE RARISSIME;"Cette année, le salon Auto-Moto sera couplé avec la manifestation Fée Rarissime.
Le nouveau rendez-vous pour tous les passionnés et amateurs de véhicules anciens du Grand Sud.";"Présentant plus de 150 exposants sur 20 000 m² d’exposition durant 3 jours, il est organisé avec le concours de Midi Rétro Auto. 

DES RENCONTRES
Les acteurs du marché des véhicules anciens et motos anciennes, entreprises, clubs, associations, passionnés, collectionneurs et grand public se donnent rendez-vous sur le Salon Auto Moto Classic.

DES ANIMATIONS
De nombreuses animations sont prévues tout au long de ces 3 jours avec notamment une exposition phare organisée avec le concours de Midi Rétro Auto, « Nos belles centenaires » ainsi qu’une vente aux enchères le samedi 22 septembre après-midi.

DE LA CONVIVIALITÉ
3 jours de convivialité au cœur d’un événement dédié aux passionnés de voitures et motos anciennes pour se rencontrer, échanger, partager.

Fée - Rarissime 

A cette occasion, vous pourrez vous balader au milieu des différents modèles Ferrari exposés, réaliser des baptêmes avec des pilotes expérimentés dans les rues de Toulouse et bien d'autres activités vous attendrons.
Organisée par les clubs Rotary et Rotaract de Toulouse au profit d'Hôpital Sourire.";;;De 14h à 22h. De 10h à 19h. De 10h à 18h.;Le 11/09/2020 - De 14h à 22h. Le 12/09/2020 - De 10h à 19h. Le 13/09/2020 - De 10h à 18h.;;MEET;Parc des Expositions et Centre de Conventions - MEETT;Chemin de l’Enseigure;;31840;AUSSONNE;Manifestation commerciale;Foire ou salon;Automobile;Palais de Justice;43.663308;1.3541861;;;www.automoto-classic.com/toulouse;;;;;43.663308,1.3541861
FMAMID031V50IV2R;;TERRE RUSSE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES

MAXIM EMELYANYCHEV : DIRECTION
AYLEN PRITCHIN : VIOLON";"Plongée au cœur de l’âme slave : frères jumeaux de la création russe, Tchaïkovski et Prokofiev vécurent en marge de leurs époques. Singuliers, originaux, amoureux l’un et l’autre du classicisme, ils nouent à cinquante ans d’écart un singulier dialogue auquel Maxim Emelyanychev insuffle son enthousiasme et sa jeunesse. Passionné par la musique de notre temps, le jeune chef crée en outre
la nouvelle pièce de Benjamin Attahir, qui éclaire d’un faisceau contemporain ce voyage russe. 

BENJAMIN ATTAHIR
117:2C
CRÉATION MONDIALE
COMMANDE DE L’ONCT
SERGUEÏ PROKOFIEV
• CONCERTO POUR VIOLON N° 2
EN SOL MINEUR, OP. 63
• SYMPHONIE N°1 « CLASSIQUE »
EN RÉ MAJEUR, OP. 25
PIOTR ILITCH TCHAÏKOVSKI
ROMÉO ET JULIETTE,
OUVERTURE FANTAISIE";19/03/2021;19/03/2021;A 20h.;Le 19/03/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50ISHJ;;TEXAS;30e anniversaire de Southside.;Texas revient fêter les 30 ans de son album légendaire Southside!;03/12/2020;03/12/2020;A 20h.;Le 03/12/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/texas-2231.html;;;;;43.598264,1.4092542
FMAMID031V50ITBG;;TOULOUSE DANS LES ANNEES FOLLES;"Visite guidée proposée par l'office de tourisme. 

À travers un fait historique, que diriez-vous de pousser plus loin l’aventure et d’explorer toutes les facettes de l’identité toulousaine ?";"Rigueur, simplicité et géométrie : découvrez à Toulouse les témoignages architecturaux de l’Art déco pendant l’entre-deux guerres.

RDV à l'office de tourisme, donjon du Capitole. La réservation est conseillée, les places étant limitées.

MESURES SANITAIRES: 
-Le port du masque est obligatoire
-La visite est limitée à 10 personnes (guide compris) 
-Le guide portera une visière";25/06/2020;25/06/2020;A 14h30;Le 25/06/2020 - A 14h30;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6045802;1.4451303;08 92 18 01 80 (0,45€ TTC/min);infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 10,00 € à 12,00 €;;;43.6045802,1.4451303
FMAMID031V501VLG;;TOULOUSE PLAGE, GRANDE ROUE : PORT VIGUERIE;Venez passer de bons moments en famille sur les quais de la Garonne.;"Pour apprécier la ville avec une vue exceptionnelle, de jour comme de nuit.

Du dimanche au jeudi de 11h à minuit
Les vendredis, samedis et jours fériés jusqu’à 1 h du matin.";14/07/2020;06/09/2020;De 11h à minuit du dimanche au jeudi, ou 1 heure du matin, les vendredis, samedis et jours fériés.;Du 14/07/2020 au 06/09/2020 - De 11h à minuit du dimanche au jeudi, ou 1 heure du matin, les vendredis, samedis et jours fériés.;;QUAI DE L'EXIL REPUBLICAIN ESPAGNOL;;Port Viguerie;;31300;TOULOUSE;Nature et détente, Sports et loisirs;Animations;Fête, Jeune public;Saint Cyprien République;43.6011762;1.43512466;;;www.toulouse.fr;;De  € à 4,00 €;De  € à 3,00 €;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.6011762,1.43512466
FMAMID031V50IV0T;;TUGAN SOKHIEV FAIT SON CINÉMA (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

TUGAN SOKHIEV : DIRECTION";"Vive les musiques de film ! Musiciens et mélomanes apprécient ce rendezvous incontournable où la magie du cinéma rencontre celle de l’orchestre. Tugan Sokhiev et l’ONCT s’emparent de bandes originales pour permettre aux petits et aux grands de découvrir l’orchestre sous une nouvelle facette. De Docteur Jivago à Harry Potter, de Vladimir Kosma à Georges Delerue, rien n’est impossible quand Tugan Sokhiev fait son cinéma !

MUSIQUES DE FILMS
ŒUVRES DE MAURICE JARRE,
MICHEL LEGRAND, ALEXANDRE DESPLAT,
VLADIMIR COSMA…";18/12/2020;19/12/2020;Vendredi et samedi à 20h.;Du 18/12/2020 au 19/12/2020 - Vendredi et samedi à 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50ISHB;;VITAA & SLIMANE;VersuS, le titre de la première chanson issue d’un projet incroyable et évident.;"VersuS, les confessions musicales de Vitaa et Slimane, deux artistes que le destin a décidé de réunir le temps d’un album duo, disponible le 23 août 2019.

VersuS Tour, une tournée des Zénith à deux. Un spectacle musical unique mettant en scène les interprètes du tube « Je te le donne ». Un rendez-vous exceptionnel que vous donnent Slimane et Vitaa le temps d’une série de concerts uniques à travers toute la France, la Belgique et la Suisse dès mars 2020.";06/11/2021;06/11/2021;;Le 06/11/2021;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/vitaa-slimane-2183.html;;;;;43.598264,1.4092542
FMAMID031V50186V;FOIRE INTERNATIONALE DE TOULOUSE;LA FOIRE INTERNATIONALE DE TOULOUSE (REPORTE EN SEPTEMBRE);88e édition de la Foire Internationale de Toulouse !;"Report de la Foire Internationale de Toulouse en juin 2020 au MEETT.

Depuis plusieurs semaines, Toulouse Événements, organisateur de la Foire Internationale de Toulouse, suit attentivement l’évolution de la situation liée à l’épidémie de Coronavirus - COVID-19.

Avec au cœur de son métier, les rencontres et les échanges humains, Toulouse Événements fait et a toujours fait de la sécurité une de ses priorités envers ses collaborateurs, visiteurs, partenaires exposants, prestataires quels que soient les événements.

Dans ce contexte ainsi que dans un souci de prévenance, en application des dernières décisions des pouvoirs publics et de l’évolution de l’épidémie : la 88e Foire Internationale de Toulouse
qui devait se tenir du 17 au 26 avril prochain est reportée du 20 au 29 juin 2020 au MEETT, nouveau Parc des Expositions de Toulouse.

La Foire de Toulouse, 1er événement économique de la Région et véritable moteur de l’économie régionale, se tiendra pour la première fois au MEETT, nouvel équipement doté d’un Parc des Expositions et d’un Centre de Conventions.

Toulouse Événements réaffirme ainsi sa détermination à préserver la santé de tous, d’assurer la continuité des affaires des 600 exposants de cet événement et la satisfaction de ses clients, et ce dans les meilleures conditions.";20/06/2020;29/06/2020;Tous les jours de 10h à 19h non stop. Nocturnes jusqu'à 22h.;Du 20/06/2020 au 29/06/2020 - Tous les jours de 10h à 19h non stop. Nocturnes jusqu'à 22h.;REPORTE;PARC DES EXPOSITIONS;;Rond point Michel Bénech;;31000;TOULOUSE;Manifestation commerciale;Foire ou salon;;Palais de Justice;43.5871429;1.43611545;;;www.foiredetoulouse.com;;De 4,50 € à 7,00 €;;4 - 7 ans  /  8 - 12 ans;43.5871429,1.43611545
